고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,핸드셋
K114060,남,40,17/11/96,47.5,0,선불,CAT200,S80
K114070,여,29,13/12/96,46.633333,1,선불,CAT200,S80
K114080,남,32,11/06/96,52.8,1,선불,CAT200,ASAD170
K114090,여,40,31/08/96,50.1,0,선불,CAT200,S50
K114100,여,28,16/07/96,51.633333,5,선불,CAT200,S80
K114110,남,37,22/03/97,43.333333,2,선불,CAT200,S50
K114120,여,36,21/10/97,36.233333,1,선불,CAT200,S50
K114130,여,27,10/11/96,47.733333,8,선불,CAT200,S50
K114140,남,59,04/02/98,32.7,2,선불,CAT200,S50
K114150,여,34,17/05/98,29.3,0,선불,CAT200,S80
K114160,남,30,19/10/99,11.966667,0,선불,CAT200,ASAD90
K114170,남,27,11/09/97,37.566667,1,선불,CAT200,ASAD90
K114180,여,47,13/11/97,35.466667,2,선불,CAT200,S50
K114190,남,49,05/08/97,38.8,10,선불,CAT200,ASAD90
K114200,여,34,31/01/98,32.833333,0,선불,CAT200,S80
K114210,여,56,23/10/96,48.333333,2,선불,CAT200,ASAD90
K114220,여,37,31/08/97,37.933333,0,선불,CAT200,S80
K114230,여,49,14/04/99,18.233333,2,선불,CAT200,S80
K114240,남,29,15/06/98,28.333333,2,선불,CAT200,S80
K114250,여,34,11/08/98,26.433333,2,선불,CAT200,S50
K114260,여,43,26/09/99,12.733333,2,선불,CAT200,S80
K114270,여,28,07/11/98,23.5,2,선불,CAT200,S80
K114280,남,46,03/02/96,57.1,2,선불,CAT200,S50
K114290,남,26,02/07/96,52.1,5,선불,CAT200,S50
K114300,남,32,04/12/99,10.433333,0,선불,CAT200,S80
K114310,여,35,17/03/97,43.5,6,선불,CAT200,S50
K114320,여,33,25/07/99,14.833333,2,선불,CAT200,ASAD170
K114330,남,40,19/05/96,53.566667,0,선불,CAT200,ASAD90
K114340,여,43,26/06/97,40.133333,5,선불,CAT200,S50
K114350,여,33,05/12/96,46.9,0,선불,CAT200,ASAD170
K114360,여,43,22/08/97,38.233333,1,선불,CAT200,S50
K114370,남,33,07/12/96,46.833333,6,선불,CAT200,ASAD90
K114380,여,38,20/05/96,53.533333,0,선불,CAT200,ASAD170
K114390,남,29,04/05/96,54.066667,1,선불,CAT200,S80
K114400,남,68,01/08/97,38.933333,0,선불,CAT200,S50
K114410,남,27,24/07/99,14.866667,11,선불,CAT200,ASAD90
K114420,여,33,09/02/99,20.366667,2,선불,CAT200,S80
K114430,여,31,13/04/96,54.766667,1,선불,CAT200,ASAD170
K114440,여,36,17/09/98,25.2,2,선불,CAT200,ASAD90
K114450,남,36,02/12/99,10.5,1,선불,CAT200,ASAD170
K114460,여,28,02/02/96,57.133333,0,선불,CAT200,ASAD170
K114470,여,50,26/04/97,42.166667,0,선불,CAT200,S50
K114480,남,39,14/01/99,21.233333,4,선불,CAT200,ASAD170
K114490,남,41,24/02/98,32.033333,0,선불,CAT200,ASAD90
K114500,남,31,24/07/99,14.866667,0,선불,CAT200,ASAD90
K114510,남,37,06/08/96,50.933333,2,선불,CAT200,S80
K114520,여,26,23/11/96,47.3,0,선불,CAT200,S50
K114530,여,57,05/04/98,30.7,0,선불,CAT200,ASAD170
K114540,여,27,03/07/97,39.9,1,선불,CAT200,ASAD90
K114550,남,48,17/03/97,43.5,0,선불,CAT200,S50
K114560,남,40,13/02/96,56.766667,2,선불,CAT200,S80
K114570,남,39,04/06/96,53.033333,2,선불,CAT200,S80
K114580,남,46,28/07/97,39.066667,2,선불,CAT200,ASAD90
K114590,남,26,13/03/98,31.466667,4,선불,CAT200,ASAD170
K114600,남,30,04/04/97,42.9,0,선불,CAT200,S50
K114610,남,32,14/12/96,46.6,4,선불,CAT200,ASAD170
K114620,남,49,10/07/96,51.833333,2,선불,CAT200,S80
K114630,여,27,23/10/99,11.833333,1,선불,CAT200,ASAD170
K114640,여,30,12/10/99,12.2,1,선불,CAT200,S80
K114650,남,33,07/02/99,20.433333,0,선불,CAT200,S80
K114660,여,28,20/05/98,29.2,0,선불,CAT200,ASAD90
K114670,남,32,25/12/99,9.733333,9,선불,CAT200,S50
K114680,여,36,22/11/99,10.833333,2,선불,CAT200,ASAD90
K114690,여,28,18/03/96,55.633333,7,선불,CAT200,ASAD90
K114700,여,39,25/01/98,33.033333,2,선불,CAT200,S80
K114710,남,58,01/05/98,29.833333,9,선불,CAT200,S50
K114720,여,30,06/01/98,33.666667,2,선불,CAT200,S50
K114730,남,31,02/10/96,49.033333,0,선불,CAT200,ASAD170
K114740,남,38,28/05/96,53.266667,0,선불,CAT200,ASAD170
K114750,남,53,10/12/99,10.233333,0,선불,CAT200,ASAD90
K114760,여,30,27/12/98,21.833333,1,선불,CAT200,ASAD90
K114770,여,32,18/08/98,26.2,0,선불,CAT200,S80
K114780,남,37,17/08/96,50.566667,1,선불,CAT200,S80
K114790,여,55,16/03/98,31.366667,2,선불,CAT200,ASAD170
K114800,여,30,10/12/96,46.733333,1,선불,CAT200,ASAD90
K114810,여,49,13/06/99,16.233333,7,선불,CAT200,ASAD170
K114820,남,50,14/01/97,45.566667,7,선불,CAT200,S80
K114830,남,42,28/12/98,21.8,0,선불,CAT200,S80
K114840,여,29,13/05/99,17.266667,0,선불,CAT200,S80
K114850,남,31,09/10/99,12.3,1,선불,CAT200,S80
K114860,여,31,15/07/96,51.666667,0,선불,CAT200,S80
K114870,여,29,10/10/98,24.433333,0,선불,CAT200,ASAD170
K114880,남,28,21/12/97,34.2,0,선불,CAT200,ASAD90
K114890,여,26,24/01/99,20.9,1,선불,CAT200,S50
K114900,여,56,06/03/99,19.533333,0,선불,CAT200,S80
K114910,남,30,19/04/96,54.566667,2,선불,CAT200,S80
K114920,남,30,05/04/96,55.033333,2,선불,CAT200,S80
K114930,남,60,17/02/99,20.1,1,선불,CAT200,S50
K114940,남,28,05/12/98,22.566667,11,선불,CAT200,S50
K114950,여,30,22/10/96,48.366667,1,선불,CAT200,S50
K114960,남,53,15/09/97,37.433333,6,선불,CAT200,ASAD170
K114970,남,30,15/11/97,35.4,1,선불,CAT200,ASAD90
K114980,여,49,23/12/99,9.8,1,선불,CAT200,S50
K114990,남,43,09/06/99,16.366667,1,선불,CAT200,ASAD90
K115000,여,27,24/11/97,35.1,5,선불,CAT200,S80
K115010,여,37,11/08/98,26.433333,10,선불,CAT200,ASAD170
K115020,여,27,02/11/99,11.5,4,선불,CAT200,S50
K115030,여,28,27/07/97,39.1,0,선불,CAT200,ASAD90
K115040,남,45,23/01/97,45.266667,4,선불,CAT200,S50
K115050,여,47,08/05/98,29.6,1,선불,CAT200,S80
K115060,여,28,11/08/96,50.766667,11,선불,CAT200,ASAD90
K115070,남,64,05/05/97,41.866667,9,선불,CAT200,ASAD90
K115080,남,35,14/04/98,30.4,8,선불,CAT200,S50
K115090,여,33,20/01/98,33.2,0,선불,CAT200,S80
K115100,여,26,12/05/96,53.8,0,선불,CAT200,S50
K115110,여,26,03/12/97,34.8,2,선불,CAT200,ASAD90
K115120,여,31,10/09/99,13.266667,0,선불,CAT200,S50
K115130,여,44,03/01/97,45.933333,3,선불,CAT200,ASAD170
K115140,여,32,26/12/96,46.2,2,선불,CAT200,S80
K115150,남,26,22/10/99,11.866667,1,선불,CAT200,ASAD170
K115160,여,26,18/02/98,32.233333,0,선불,CAT200,ASAD170
K115170,여,29,18/09/99,13,0,선불,CAT200,ASAD170
K115180,남,56,27/05/97,41.133333,1,선불,CAT200,S80
K115190,남,44,12/03/96,55.833333,2,선불,CAT200,ASAD90
K115200,남,35,10/02/99,20.333333,10,선불,CAT200,S50
K115210,여,63,03/10/98,24.666667,0,선불,CAT200,ASAD170
K115220,남,37,19/06/97,40.366667,10,선불,CAT200,S80
K115230,여,49,05/08/98,26.633333,2,선불,CAT200,S80
K115240,남,27,14/12/96,46.6,2,선불,CAT200,S50
K115250,남,36,09/03/97,43.766667,2,선불,CAT200,S50
K115260,남,29,26/06/97,40.133333,1,선불,CAT200,ASAD170
K115270,여,28,10/04/99,18.366667,0,선불,CAT200,ASAD90
K115280,남,33,18/12/99,9.966667,1,선불,CAT200,ASAD90
K115290,여,28,15/03/97,43.566667,1,선불,CAT200,ASAD170
K115300,남,43,08/04/98,30.6,0,선불,CAT200,ASAD90
K115310,남,42,09/08/99,14.333333,2,선불,CAT200,S80
K115320,남,35,10/12/97,34.566667,11,선불,CAT200,ASAD170
K115330,여,28,21/06/98,28.133333,1,선불,CAT200,ASAD90
K115340,남,30,11/02/98,32.466667,1,선불,CAT200,ASAD170
K115350,여,27,17/10/98,24.2,0,선불,CAT200,ASAD90
K115360,여,26,04/04/96,55.066667,0,선불,CAT200,S50
K115370,남,42,21/12/96,46.366667,2,선불,CAT200,S50
K115380,남,57,31/05/98,28.833333,1,선불,CAT200,S80
K115390,남,35,05/08/99,14.466667,1,선불,CAT200,S50
K115400,여,33,18/05/97,41.433333,1,선불,CAT200,ASAD170
K115410,여,33,18/03/96,55.633333,0,선불,CAT200,S80
K115420,여,56,03/03/99,19.633333,2,선불,CAT200,S80
K115430,여,27,10/08/96,50.8,2,선불,CAT200,S80
K115440,남,64,19/11/98,23.1,1,선불,CAT200,ASAD170
K115450,남,29,08/08/96,50.866667,1,선불,CAT200,ASAD170
K115460,여,34,05/05/98,29.7,1,선불,CAT200,ASAD170
K115470,남,58,25/08/97,38.133333,2,선불,CAT200,ASAD170
K115480,남,45,19/05/97,41.4,1,선불,CAT200,ASAD90
K115490,여,39,27/07/99,14.766667,10,선불,CAT200,ASAD170
K115500,여,39,09/11/98,23.433333,1,선불,CAT200,ASAD170
K115510,여,30,03/09/99,13.5,3,선불,CAT200,ASAD170
K115520,여,47,09/06/98,28.533333,1,선불,CAT200,ASAD170
K115530,남,31,03/05/98,29.766667,5,선불,CAT200,S80
K115540,여,44,03/04/96,55.1,1,선불,CAT200,S50
K115550,여,49,02/10/98,24.7,2,선불,CAT200,ASAD90
K115560,여,26,07/08/96,50.9,2,선불,CAT200,S80
K115570,남,41,28/12/99,9.633333,0,선불,CAT200,S50
K115580,여,47,27/03/98,31,3,선불,CAT200,ASAD170
K115590,남,52,05/05/96,54.033333,0,선불,CAT200,ASAD90
K115600,여,30,16/03/98,31.366667,2,선불,CAT200,ASAD170
K115610,남,26,01/08/99,14.6,2,선불,CAT200,S50
K115620,여,52,20/08/98,26.133333,1,선불,CAT200,S50
K115630,여,32,04/01/98,33.733333,0,선불,CAT200,S50
K115640,여,36,08/08/98,26.533333,1,선불,CAT200,ASAD90
K115650,남,30,15/11/96,47.566667,1,선불,CAT200,S50
K115660,여,35,13/01/99,21.266667,0,선불,CAT200,ASAD170
K115670,남,27,04/02/97,44.866667,8,선불,CAT200,ASAD90
K115680,여,54,08/10/96,48.833333,1,선불,CAT200,ASAD170
K115690,여,41,13/07/98,27.4,9,선불,CAT200,S50
K115700,여,40,09/03/96,55.933333,9,선불,CAT200,S80
K115710,여,37,27/04/99,17.8,1,선불,CAT200,S50
K115720,남,37,26/01/98,33,0,선불,CAT200,ASAD90
K115730,남,48,19/01/97,45.4,1,선불,CAT200,ASAD170
K115740,남,29,03/03/96,56.133333,1,선불,CAT200,S80
K115750,남,34,12/11/96,47.666667,4,선불,CAT200,ASAD170
K115760,남,27,16/02/99,20.133333,10,선불,CAT200,ASAD170
K115770,남,44,15/12/96,46.566667,0,선불,CAT200,ASAD170
K115780,남,29,20/03/99,19.066667,5,선불,CAT200,ASAD90
K115790,여,50,09/11/97,35.6,0,선불,CAT200,ASAD170
K115800,남,33,18/01/97,45.433333,0,선불,CAT200,S80
K115810,여,33,06/09/97,37.733333,0,선불,CAT200,S80
K115820,남,31,20/06/97,40.333333,0,선불,CAT200,ASAD90
K115830,남,27,12/06/97,40.6,5,선불,CAT200,S80
K115840,여,44,02/03/97,44,1,선불,CAT200,S50
K115850,여,38,10/04/96,54.866667,0,선불,CAT200,S80
K115860,여,28,28/10/96,48.166667,1,선불,CAT200,S50
K115870,여,31,22/04/96,54.466667,2,선불,CAT200,S50
K115880,여,29,23/08/96,50.366667,8,선불,CAT200,S50
K115890,남,27,21/06/99,15.966667,6,선불,CAT200,ASAD170
K115900,여,28,01/02/99,20.633333,2,선불,CAT200,ASAD170
K115910,여,28,19/04/99,18.066667,0,선불,CAT200,S50
K115920,여,49,01/04/97,43,1,선불,CAT200,S80
K115930,여,39,02/05/99,17.633333,2,선불,CAT200,ASAD170
K115940,여,33,03/08/97,38.866667,2,선불,CAT200,S80
K115950,여,35,28/10/96,48.166667,0,선불,CAT200,ASAD90
K115960,여,28,01/04/97,43,1,선불,CAT200,ASAD90
K115970,남,26,03/07/99,15.566667,1,선불,CAT200,ASAD170
K115980,남,41,09/05/97,41.733333,2,선불,CAT200,ASAD90
K115990,여,39,06/08/98,26.6,0,선불,CAT200,ASAD170
K116000,남,33,28/05/96,53.266667,3,선불,CAT200,ASAD170
K116010,남,28,10/12/97,34.566667,2,선불,CAT200,S50
K116020,남,27,25/09/99,12.766667,1,선불,CAT200,ASAD90
K116030,여,45,13/06/97,40.566667,2,선불,CAT200,S80
K116040,여,31,26/03/96,55.366667,10,선불,CAT200,S80
K116050,여,36,03/10/97,36.833333,3,선불,CAT200,S80
K116060,남,39,02/03/96,56.166667,11,선불,CAT200,S50
K116070,여,49,19/08/98,26.166667,2,선불,CAT200,ASAD170
K116080,남,27,26/06/98,27.966667,0,선불,CAT200,S50
K116090,여,52,17/11/96,47.5,0,선불,CAT200,ASAD90
K116100,남,32,23/03/99,18.966667,0,선불,CAT200,ASAD170
K116110,남,35,24/05/97,41.233333,7,선불,CAT200,ASAD170
K116120,여,59,04/09/97,37.8,1,선불,CAT200,ASAD170
K116130,여,28,27/08/97,38.066667,0,선불,CAT200,ASAD170
K116140,여,33,22/08/98,26.066667,1,선불,CAT200,S50
K116150,여,42,10/12/99,10.233333,5,선불,CAT200,S50
K116160,남,49,14/12/97,34.433333,0,선불,CAT200,S80
K116170,여,32,23/04/98,30.1,0,선불,CAT200,S80
K116180,여,29,01/06/98,28.8,2,선불,CAT200,S50
K116190,여,26,10/11/98,23.4,2,선불,CAT200,ASAD90
K116200,여,42,05/09/98,25.6,7,선불,CAT200,S50
K116210,여,38,04/03/98,31.766667,1,선불,CAT200,ASAD170
K116220,남,38,07/02/98,32.6,7,선불,CAT200,S50
K116230,여,36,25/01/97,45.2,0,선불,CAT200,ASAD90
K116240,여,33,31/10/97,35.9,5,선불,CAT200,ASAD170
K116250,남,40,14/09/99,13.133333,2,선불,CAT200,S80
K116260,남,26,06/09/98,25.566667,0,선불,CAT200,ASAD170
K116270,남,31,07/02/98,32.6,9,선불,CAT200,ASAD170
K116280,여,26,18/05/98,29.266667,1,선불,CAT200,ASAD90
K116290,남,31,09/08/99,14.333333,2,선불,CAT200,S50
K116300,여,27,09/10/97,36.633333,1,선불,CAT200,S80
K116310,남,29,18/10/99,12,7,선불,CAT200,S50
K116320,남,48,27/07/99,14.766667,2,선불,CAT200,S50
K116330,여,59,28/07/98,26.9,4,선불,CAT200,ASAD170
K116340,여,62,22/07/97,39.266667,6,선불,CAT200,ASAD90
K116350,남,31,14/12/97,34.433333,4,선불,CAT200,S80
K116360,여,44,19/01/98,33.233333,1,선불,CAT200,ASAD90
K116370,여,50,02/10/96,49.033333,0,선불,CAT200,ASAD170
K116380,남,31,03/08/97,38.866667,2,선불,CAT200,ASAD90
K116390,여,27,18/07/97,39.4,0,선불,CAT200,S80
K116400,여,77,02/11/98,23.666667,1,선불,CAT200,S50
K116410,남,30,20/06/98,28.166667,0,선불,CAT200,ASAD170
K116420,여,31,28/01/98,32.933333,1,선불,CAT200,ASAD90
K116430,남,55,02/08/97,38.9,3,선불,CAT200,S80
K116440,여,34,09/12/96,46.766667,1,선불,CAT200,S80
K116450,남,31,18/12/96,46.466667,0,선불,CAT200,S50
K116460,여,45,05/12/97,34.733333,2,선불,CAT200,S50
K116470,여,26,28/01/97,45.1,1,선불,CAT200,ASAD90
K116480,여,52,26/03/98,31.033333,1,선불,CAT200,S50
K116490,여,43,17/09/98,25.2,2,선불,CAT200,S80
K116500,여,33,02/01/97,45.966667,0,선불,CAT200,S80
K116510,남,30,26/01/96,57.366667,1,선불,CAT200,ASAD90
K116520,남,63,22/03/96,55.5,1,선불,CAT200,ASAD90
K116530,남,27,08/08/96,50.866667,2,선불,CAT200,ASAD90
K116540,남,26,27/05/98,28.966667,0,선불,CAT200,ASAD170
K116550,여,30,04/10/97,36.8,5,선불,CAT200,S50
K116560,여,36,20/02/97,44.333333,1,선불,CAT200,ASAD170
K116570,남,54,19/10/98,24.133333,0,선불,CAT200,S50
K116580,여,44,18/08/99,14.033333,0,선불,CAT200,ASAD170
K116590,남,31,23/11/99,10.8,2,선불,CAT200,S80
K116600,여,37,09/06/96,52.866667,0,선불,CAT200,S50
K116610,남,28,15/05/98,29.366667,0,선불,CAT200,S80
K116620,남,28,26/12/96,46.2,7,선불,CAT200,ASAD170
K116630,남,28,12/01/99,21.3,2,선불,CAT200,ASAD170
K116640,여,40,08/03/97,43.8,2,선불,CAT200,S50
K116650,남,30,23/04/96,54.433333,0,선불,CAT200,ASAD170
K116660,여,49,06/03/99,19.533333,1,선불,CAT200,ASAD170
K116670,남,31,07/02/98,32.6,7,선불,CAT200,ASAD90
K116680,남,40,12/12/97,34.5,0,선불,CAT200,S80
K116690,남,42,17/03/97,43.5,10,선불,CAT200,S50
K116700,여,45,11/02/97,44.633333,2,선불,CAT200,ASAD170
K116710,남,29,19/09/96,49.466667,1,선불,CAT200,ASAD90
K116720,여,46,23/04/98,30.1,8,선불,CAT200,ASAD170
K116730,여,26,14/02/99,20.2,2,선불,CAT200,ASAD170
K116740,남,28,26/03/99,18.866667,2,선불,CAT200,S50
K116750,남,52,22/03/99,19,0,선불,CAT200,ASAD90
K116760,남,30,04/08/98,26.666667,1,선불,CAT200,ASAD90
K116770,여,41,15/01/99,21.2,0,선불,CAT200,S50
K116780,남,33,11/02/98,32.466667,8,선불,CAT200,ASAD90
K116790,남,27,25/05/99,16.866667,2,선불,CAT200,S80
K116800,여,45,28/05/98,28.933333,11,선불,CAT200,ASAD170
K116810,여,48,24/12/96,46.266667,1,선불,CAT200,S50
K116820,여,41,15/12/99,10.066667,4,선불,CAT200,ASAD90
K116830,여,31,25/04/96,54.366667,1,선불,CAT200,ASAD170
K116840,남,26,03/12/96,46.966667,1,선불,CAT200,S80
K116850,여,31,09/08/97,38.666667,4,선불,CAT200,ASAD170
K116860,남,53,03/02/97,44.9,1,선불,CAT200,ASAD90
K116870,여,28,01/02/99,20.633333,1,선불,CAT200,ASAD170
K116880,남,39,07/03/98,31.666667,5,선불,CAT200,S80
K116890,여,32,19/11/98,23.1,2,선불,CAT200,ASAD170
K116900,남,31,21/06/98,28.133333,0,선불,CAT200,S50
K116910,남,31,01/07/97,39.966667,0,선불,CAT200,S50
K116920,여,48,11/08/99,14.266667,0,선불,CAT200,S50
K116930,남,47,05/08/97,38.8,1,선불,CAT200,ASAD90
K116940,남,33,09/01/98,33.566667,0,선불,CAT200,S50
K116950,남,32,28/12/97,33.966667,2,선불,CAT200,S80
K116960,여,36,08/09/96,49.833333,9,선불,CAT200,S50
K116970,남,29,09/09/97,37.633333,0,선불,CAT200,S50
K116980,여,43,04/02/98,32.7,2,선불,CAT200,S50
K116990,남,29,16/12/99,10.033333,11,선불,CAT200,ASAD90
K117000,남,44,18/01/97,45.433333,1,선불,CAT200,S80
K117010,여,55,03/12/98,22.633333,2,선불,CAT200,ASAD170
K117020,남,51,07/04/97,42.8,2,선불,CAT200,S80
K117030,남,40,11/07/96,51.8,1,선불,CAT200,S80
K117040,남,34,04/08/96,51,0,선불,CAT200,S80
K117050,남,38,23/09/98,25,1,선불,CAT200,ASAD90
K117060,남,34,28/02/98,31.9,0,선불,CAT200,S50
K117070,여,34,10/12/97,34.566667,0,선불,CAT200,S50
K117080,남,30,14/10/99,12.133333,1,선불,CAT200,S80
K117090,여,48,26/04/98,30,1,선불,CAT200,ASAD170
K117100,남,40,15/11/96,47.566667,1,선불,CAT200,S80
K117110,여,28,19/09/96,49.466667,0,선불,CAT200,S80
K117120,여,31,04/03/96,56.1,2,선불,CAT200,S50
K117130,여,31,20/03/97,43.4,7,선불,CAT200,ASAD90
K117140,남,41,06/12/96,46.866667,0,선불,CAT200,ASAD90
K117150,여,44,22/01/99,20.966667,1,선불,CAT200,ASAD170
K117160,여,55,16/01/96,57.7,0,선불,CAT200,ASAD90
K117170,남,37,23/04/99,17.933333,0,선불,CAT200,S50
K117180,남,27,10/05/98,29.533333,8,선불,CAT200,ASAD170
K117190,남,32,04/04/99,18.566667,1,선불,CAT200,ASAD170
K117200,여,29,12/10/98,24.366667,3,선불,CAT200,ASAD90
K117210,남,44,03/10/99,12.5,10,선불,CAT200,S50
K117220,남,26,05/05/97,41.866667,3,선불,CAT200,ASAD90
K117230,남,38,31/10/98,23.733333,3,선불,CAT200,S80
K117240,여,42,01/05/99,17.666667,0,선불,CAT200,ASAD90
K117250,남,44,05/01/99,21.533333,1,선불,CAT200,ASAD90
K117260,남,28,21/10/98,24.066667,2,선불,CAT200,S80
K117270,여,50,22/05/99,16.966667,7,선불,CAT200,S80
K117280,여,30,07/08/97,38.733333,8,선불,CAT200,ASAD90
K117290,남,29,13/07/97,39.566667,2,선불,CAT200,S80
K117300,남,27,13/01/99,21.266667,0,선불,CAT200,S50
K117310,남,33,05/08/98,26.633333,0,선불,CAT200,S80
K117320,남,34,14/08/97,38.5,1,선불,CAT200,S80
K117330,남,36,18/01/96,57.633333,1,선불,CAT200,S50
K117340,여,31,02/03/97,44,0,선불,CAT200,ASAD90
K117350,여,56,23/02/98,32.066667,9,선불,CAT200,ASAD90
K117360,남,32,28/04/98,29.933333,1,선불,CAT200,ASAD170
K117370,남,39,02/08/96,51.066667,2,선불,CAT200,ASAD170
K117380,남,32,17/02/97,44.433333,0,선불,CAT200,S80
K117390,남,36,28/11/97,34.966667,2,선불,CAT200,ASAD90
K117400,남,44,27/04/96,54.3,8,선불,CAT200,S50
K117410,남,27,12/08/96,50.733333,0,선불,CAT200,ASAD170
K117420,여,37,17/03/98,31.333333,1,선불,CAT200,S50
K117430,여,36,11/05/96,53.833333,2,선불,CAT200,ASAD170
K117440,남,34,13/07/99,15.233333,1,선불,CAT200,S80
K117450,남,27,05/06/97,40.833333,10,선불,CAT200,ASAD90
K117460,여,32,02/12/97,34.833333,8,선불,CAT200,S50
K117470,여,36,25/04/96,54.366667,10,선불,CAT200,ASAD170
K117480,남,35,07/07/99,15.433333,2,선불,CAT200,ASAD90
K117490,남,45,08/12/97,34.633333,1,선불,CAT200,ASAD90
K117500,여,59,31/10/97,35.9,0,선불,CAT200,ASAD170
K117510,남,62,28/02/99,19.733333,2,선불,CAT200,ASAD90
K117520,여,46,12/04/99,18.3,7,선불,CAT200,S50
K117530,여,27,19/05/97,41.4,4,선불,CAT200,ASAD170
K117540,남,27,06/03/96,56.033333,0,선불,CAT200,ASAD170
K117550,여,32,11/12/99,10.2,3,선불,CAT200,S50
K117560,여,40,20/02/97,44.333333,0,선불,CAT200,ASAD90
K117570,남,58,14/01/96,57.766667,0,선불,CAT200,S50
K117580,남,35,10/10/96,48.766667,1,선불,CAT200,ASAD90
K117590,남,27,22/10/96,48.366667,2,선불,CAT200,S80
K117600,남,31,24/07/99,14.866667,1,선불,CAT200,S50
K117610,남,51,10/09/96,49.766667,0,선불,CAT200,S80
K117620,남,33,12/07/98,27.433333,1,선불,CAT200,S80
K117630,남,50,25/07/96,51.333333,2,선불,CAT200,S80
K117640,남,43,09/12/99,10.266667,0,선불,CAT200,S80
K117650,남,46,12/08/96,50.733333,2,선불,CAT200,ASAD170
K117660,여,29,17/09/97,37.366667,6,선불,CAT200,S80
K117670,남,37,05/06/98,28.666667,2,선불,CAT200,S50
K117680,여,52,18/07/96,51.566667,5,선불,CAT200,S80
K117690,여,37,24/09/99,12.8,0,선불,CAT200,ASAD90
K117700,남,31,11/08/99,14.266667,5,선불,CAT200,ASAD90
K117710,남,31,19/09/99,12.966667,1,선불,CAT200,S80
K117720,여,37,13/08/96,50.7,0,선불,CAT200,S80
K117730,남,47,03/10/99,12.5,0,선불,CAT200,S80
K117740,남,40,20/05/98,29.2,1,선불,CAT200,ASAD90
K117750,여,49,09/02/96,56.9,1,선불,CAT200,ASAD170
K117760,여,29,22/11/99,10.833333,2,선불,CAT200,ASAD90
K117770,남,34,03/05/99,17.6,2,선불,CAT200,S80
K117780,남,26,03/10/98,24.666667,6,선불,CAT200,ASAD90
K117790,여,29,07/09/96,49.866667,1,선불,CAT200,S80
K117800,여,51,05/12/97,34.733333,2,선불,CAT200,ASAD170
K117810,여,42,27/09/99,12.7,0,선불,CAT200,ASAD90
K117820,남,31,12/12/99,10.166667,1,선불,CAT200,ASAD90
K117830,여,50,31/08/97,37.933333,2,선불,CAT200,ASAD170
K117840,여,31,17/07/99,15.1,0,선불,CAT200,S80
K117850,여,33,01/09/98,25.733333,1,선불,CAT200,ASAD170
K117860,남,47,02/01/98,33.8,1,선불,CAT200,ASAD170
K117870,남,31,23/02/97,44.233333,2,선불,CAT200,ASAD170
K117880,여,44,20/03/96,55.566667,2,선불,CAT200,S50
K117890,남,39,13/12/98,22.3,1,선불,CAT200,S80
K117900,남,33,15/12/96,46.566667,0,선불,CAT200,S80
K117910,남,35,26/09/96,49.233333,10,선불,CAT200,ASAD90
K117920,여,49,08/06/98,28.566667,2,선불,CAT200,S50
K117930,여,29,07/10/96,48.866667,0,선불,CAT200,S80
K117940,여,30,28/02/99,19.733333,0,선불,CAT200,ASAD170
K117950,여,31,04/04/96,55.066667,2,선불,CAT200,S50
K117960,남,26,28/10/96,48.166667,2,선불,CAT200,S50
K117970,남,34,14/10/99,12.133333,0,선불,CAT200,ASAD90
K117980,남,39,02/09/96,50.033333,1,선불,CAT200,S50
K117990,남,28,08/10/96,48.833333,1,선불,CAT200,S80
K118000,남,32,19/09/98,25.133333,0,선불,CAT200,S50
