고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분,이탈여부
K130830,332,658.799999,222,362.100001,17,82.799999,342.412423,0,1.984337,1.631081,4.870588,571,1103.699999,1.932925,1446.112422,유지
K130840,720,1427.400001,149,250.199999,40,81.500001,376.378255,50.63874,1.9825,1.679195,2.0375,909,1759.100001,1.935204,2135.478256,유지
K130850,313,621.600001,187,345.9,32,63,276.508433,0,1.985942,1.849733,1.96875,532,1030.500001,1.93703,1307.008434,유지
K130860,1113,2206.8,215,384.299999,3,100.5,713.819024,135.726956,1.982749,1.787442,33.5,1331,2691.599999,2.022239,3405.419023,이탈
K130870,630,1039.2,73,196.500001,24,39,217.867396,6.779961,1.649524,2.691781,1.625,727,1274.700001,1.75337,1492.567397,유지
K130880,349,693.6,95,376.5,28,85.199999,324.376705,0,1.987393,3.963158,3.042857,472,1155.299999,2.447669,1479.676704,유지
K130890,393,780.600001,31,360.600001,6,18,373.476643,0,1.98626,11.632258,3,430,1159.200002,2.695814,1532.676645,이탈
K130900,1055,2093.400001,349,556.500001,35,87,585.562039,135.622202,1.984265,1.594556,2.485714,1439,2736.900002,1.901946,3322.462041,유지
K130910,669,1329,2,126.9,20,36,347.229394,27.596378,1.986547,63.45,1.8,691,1491.9,2.159045,1839.129394,유지
K130920,377,749.400001,242,386.699999,18,31.800001,361.518283,0,1.987798,1.597934,1.766667,637,1167.900001,1.833438,1529.418284,유지
K130930,933,1587.6,260,596.4,47,102.500002,675.330095,92.044821,1.701608,2.293846,2.180851,1240,2286.500002,1.843952,2961.830097,유지
K130940,688,1366.799999,192,513.900001,6,19.200001,417.333402,60.170623,1.986628,2.676563,3.2,886,1899.900001,2.144357,2317.233403,이탈
K130950,304,743.4,77,261.300001,9,61.8,350.129799,0,2.445395,3.393507,6.866667,390,1066.500001,2.734615,1416.6298,이탈
K130960,927,1578,23,127.8,35,79,413.117445,55.092037,1.702265,5.556522,2.257143,985,1784.8,1.81198,2197.917445,이탈
K130970,538,997.2,73,684.9,13,27,353.889635,40.3071,1.853532,9.382192,2.076923,624,1709.1,2.738942,2062.989635,유지
K130980,404,640.800001,56,298.800001,49,90,249.358832,0,1.586139,5.335714,1.836735,509,1029.600002,2.02279,1278.958834,유지
K130990,591,923.399999,290,459.3,3,57.6,249.72551,19.718015,1.562437,1.583793,19.2,884,1440.299999,1.629299,1690.025509,유지
K131000,777,1282.2,154,301.500001,28,75,377.180999,40.664098,1.650193,1.957792,2.678571,959,1658.700001,1.729614,2035.881,이탈
K131010,433,861.600001,286,459.299999,5,15,287.740269,11.177492,1.989838,1.605944,3,724,1335.9,1.845166,1623.640269,유지
K131020,814,1620,32,491.1,23,90,437.320758,86.895262,1.990172,15.346875,3.913043,869,2201.1,2.532911,2638.420758,유지
K131030,1005,1999.8,19,43.5,10,23.4,414.197374,85.267227,1.989851,2.289474,2.34,1034,2066.7,1.998743,2480.897374,이탈
K131040,1494,2542.200001,286,446.400001,39,60.599999,343.908108,169.546387,1.701606,1.560839,1.553846,1819,3049.200001,1.676306,3393.108109,유지
K131050,828,1314,258,587.400001,59,96,268.267125,66.098688,1.586957,2.276744,1.627119,1145,1997.400001,1.744454,2265.667126,유지
K131060,443,882,381,633.3,17,27.6,439.294949,26.945953,1.990971,1.662205,1.623529,841,1542.9,1.834602,1982.194949,유지
K131070,574,910.8,56,108.3,3,35.5,340.593927,0,1.58676,1.933929,11.833333,633,1054.6,1.666035,1395.193927,유지
K131080,676,1347,97,401.699999,4,116.4,291.071033,57.272202,1.992604,4.141237,29.1,777,1865.099999,2.400386,2156.171032,유지
K131090,449,832.2,86,371.1,56,141.6,182.906728,11.728077,1.853452,4.315116,2.528571,591,1344.9,2.275635,1527.806728,이탈
K131100,436,869.400001,44,266.7,35,73.2,348.964631,0.799302,1.994037,6.061364,2.091429,515,1209.300001,2.348155,1558.264632,유지
K131110,638,1087.800002,185,303.3,1,26.4,315.523953,19.220555,1.705016,1.639459,26.4,824,1417.500002,1.720267,1733.023955,유지
K131120,773,1542.599999,156,289.500001,24,66,242.103523,63.272553,1.995602,1.855769,2.75,953,1898.1,1.99171,2140.203523,이탈
K131130,322,642,195,309,50,87,330.486757,0,1.993789,1.584615,1.74,567,1038,1.830688,1368.486757,유지
K131140,791,1576.8,72,237.299999,62,126.500001,605.960273,67.118068,1.993426,3.295833,2.040323,925,1940.6,2.097946,2546.560273,유지
K131150,1069,1696.2,18,299.7,4,43.8,238.452229,76.899427,1.586717,16.65,10.95,1091,2039.7,1.869569,2278.152229,유지
K131160,1209,2412,27,174,6,13.8,325.976368,134.92418,1.995037,6.444444,2.3,1242,2599.8,2.093237,2925.776368,이탈
K131170,957,1518,22,423,9,28.199999,636.846661,68.107715,1.586207,19.227273,3.133333,988,1969.199999,1.993117,2606.04666,유지
K131180,550,873,73,327.299999,57,93,186.960334,7.813956,1.587273,4.483562,1.631579,680,1293.299999,1.901912,1480.260333,유지
K131190,1198,2043.6,178,642.6,4,111,799.462875,138.204735,1.705843,3.610112,27.75,1380,2797.2,2.026957,3596.662875,유지
K131200,435,870.599999,92,171.599999,3,57,311.237606,0,2.001379,1.865217,19,530,1099.199998,2.073962,1410.437604,이탈
K131210,469,938.4,234,458.1,3,6,333.964762,16.899545,2.000853,1.957692,2,706,1402.5,1.986544,1736.464762,유지
K131220,820,1639.2,17,61.8,10,50.499998,358.594686,53.381987,1.999024,3.635294,5.05,847,1751.499998,2.067887,2110.094684,유지
K131230,679,1159.199999,38,198,10,34.800001,352.899495,17.594483,1.707216,5.210526,3.48,727,1392,1.914718,1744.899495,유지
K131240,863,1471.8,95,218.700001,3,38.4,397.427902,48.957437,1.705446,2.302105,12.8,961,1728.900001,1.799063,2126.327903,유지
K131250,886,1512,14,261.9,21,73.200001,207.211716,58.840171,1.706546,18.707143,3.485714,921,1847.100001,2.005537,2054.311717,유지
K131260,770,1313.4,40,330,4,14.4,499.224098,41.024711,1.705714,8.25,3.6,814,1657.8,2.036609,2157.024098,유지
K131270,559,1117.799999,29,706.499999,6,34,209.048115,52.713949,1.999642,24.362069,5.666667,594,1858.299998,3.128451,2067.348113,유지
K131280,1124,1852.799999,106,293.4,6,24.5,643.489611,89.962027,1.648399,2.767925,4.083333,1236,2170.699999,1.75623,2814.18961,유지
K131290,725,1237.2,180,273.3,11,41.400001,399.017374,31.622021,1.706483,1.518333,3.763636,916,1551.900001,1.694214,1950.917375,유지
K131300,762,1300.2,49,96.6,25,41,439.229098,22.642105,1.706299,1.971429,1.64,836,1437.8,1.719856,1877.029098,이탈
K131310,821,2000.4,66,492.899999,3,19.2,705.718348,117.874254,2.436541,7.468182,6.4,890,2512.499999,2.823034,3218.218347,이탈
K131320,347,552,95,426.3,29,54.6,281.625744,0,1.590778,4.487368,1.882759,471,1032.9,2.192994,1314.525744,유지
K131330,832,1276.200001,44,169.5,6,23.4,404.478423,25.143293,1.533894,3.852273,3.9,882,1469.100001,1.665646,1873.578424,유지
K131340,879,1348.199999,415,689.399999,21,38,217.606393,72.217174,1.533788,1.661205,1.809524,1315,2075.599998,1.578403,2293.206391,이탈
K131350,376,752.4,167,466.5,16,109.8,202.328201,10.078933,2.001064,2.793413,6.8625,559,1328.7,2.376923,1531.028201,유지
K131360,1270,2167.2,0,0,1,6.6,351.564316,99.296033,1.706457,0,6.6,1271,2173.8,1.710307,2525.364316,유지
K131370,441,883.2,76,286.500001,0,0,243.466532,0,2.002721,3.769737,0,517,1169.700001,2.262476,1413.166533,유지
K131380,618,982.2,133,372,38,75.500001,287.599476,19.375165,1.58932,2.796992,1.986842,789,1429.700001,1.812041,1717.299477,유지
K131390,521,890.399999,64,206.700001,50,85.799999,259.169791,0,1.709021,3.229688,1.716,635,1182.899999,1.862835,1442.06979,유지
K131400,359,719.399999,236,361.5,30,95.399999,375.881808,0,2.0039,1.53178,3.18,625,1176.299998,1.88208,1552.181806,이탈
K131410,486,975,11,396.9,9,15.500001,258.633852,15.954799,2.006173,36.081818,1.722222,506,1387.400001,2.741897,1646.033853,유지
K131420,611,1044,83,225.6,7,120,439.269155,16.60228,1.708674,2.718072,17.142857,701,1389.6,1.982311,1828.869155,이탈
K131430,452,908.4,5,220.5,19,70.2,192.870039,0,2.009735,44.1,3.694737,476,1199.1,2.519118,1391.970039,유지
K131440,1090,1861.8,272,437.699999,24,49.2,346.105152,102.96337,1.708073,1.609191,2.05,1386,2348.699999,1.694589,2694.805151,유지
K131450,778,1561.8,107,168.900001,2,44,387.973457,54.022836,2.007455,1.578505,22,887,1774.700001,2.000789,2162.673458,이탈
K131460,445,894,62,132.900001,24,67.2,263.173267,0,2.008989,2.143548,2.8,531,1094.100001,2.060452,1357.273268,이탈
K131470,540,1083.600001,69,111.600001,3,84,350.751508,7.314485,2.006667,1.617391,28,612,1279.200002,2.090196,1629.95151,유지
K131480,453,910.2,5,480.899999,42,78,208.527491,21.791221,2.009272,96.18,1.857143,500,1469.099999,2.9382,1677.62749,유지
K131490,1098,1653.600001,164,290.399999,1,31,263.369033,71.194051,1.506011,1.770732,31,1263,1975,1.563737,2238.369033,유지
K131500,675,1072.199999,194,662.700001,13,21,486.589545,44.767378,1.588444,3.415979,1.615385,882,1755.9,1.990816,2242.489545,유지
K131510,630,1076.4,33,52.2,9,32.4,225.643181,0,1.708571,1.581818,3.6,672,1161,1.727679,1386.643181,유지
K131520,531,1066.2,106,164.7,2,34.2,376.074884,5.998246,2.00791,1.553774,17.1,639,1265.1,1.979812,1641.174884,유지
K131530,541,1087.8,27,99.600001,0,0,217.725071,1.993177,2.010721,3.688889,0,568,1187.400001,2.090493,1405.125072,이탈
K131540,544,1093.8,29,367.2,47,72,374.287889,28.529823,2.010662,12.662069,1.531915,620,1533,2.472581,1907.287889,이탈
K131550,876,1497.6,319,550.2,6,31.8,195.050319,75.651691,1.709589,1.724765,5.3,1201,2079.6,1.731557,2274.650319,유지
K131560,591,939.6,166,665.100001,28,118.200001,303.911736,40.403427,1.589848,4.006627,4.221429,785,1722.900002,2.194777,2026.811738,유지
K131570,879,1503,356,862.499999,0,0,563.402321,98.763499,1.709898,2.422753,0,1235,2365.499999,1.915385,2928.90232,이탈
K131580,673,1150.199999,19,465.6,4,19.8,273.885007,37.096309,1.709064,24.505263,4.95,696,1635.599999,2.35,1909.485006,이탈
K131590,795,1264.2,0,0,19,60,399.39577,25.027984,1.590189,0,3.157895,814,1324.2,1.626781,1723.59577,이탈
K131600,983,1563,43,131.099998,1,16.8,335.843108,48.881743,1.590031,3.048837,16.8,1027,1710.899998,1.66592,2046.743106,유지
K131610,481,969,33,107.399999,17,26,332.649797,0,2.014553,3.254545,1.529412,531,1102.399999,2.076083,1435.049796,이탈
K131620,1025,2062.200001,340,532.200001,19,36.500001,216.94989,127.624706,2.011902,1.565294,1.921053,1384,2630.900003,1.900939,2847.849893,유지
K131630,1030,1761,167,600,5,19.799999,232.099977,102.70996,1.709709,3.592814,3.96,1202,2380.799999,1.980699,2612.899976,유지
K131640,376,913.799999,82,159,2,38,238.786236,0,2.430319,1.939024,19,460,1110.799999,2.414783,1349.586235,유지
K131650,355,608.4,89,383.7,6,11.4,220.490391,0,1.713803,4.311236,1.9,450,1003.5,2.23,1223.990391,유지
K131660,427,860.400001,169,255.300001,2,4.2,295.793456,0,2.014988,1.510651,2.1,598,1119.900002,1.872742,1415.693458,이탈
K131670,514,1034.400001,13,511.499999,17,78,410.562676,34.695899,2.012451,39.346154,4.588235,544,1623.9,2.98511,2034.462676,유지
K131680,876,1764,142,603.3,21,40.799999,493.460235,104.653338,2.013699,4.248592,1.942857,1039,2408.099999,2.317709,2901.560234,이탈
K131690,939,1606.8,82,265.2,16,30,239.881405,64.752303,1.711182,3.234146,1.875,1037,1902,1.834137,2141.881405,유지
K131700,426,858,207,348,11,43,387.981328,4.133026,2.014085,1.681159,3.909091,644,1249,1.939441,1636.981328,이탈
K131710,566,1141.2,3,21.9,0,0,351.577094,0,2.016254,7.3,0,569,1163.1,2.044112,1514.677094,유지
K131720,531,909,14,58.5,11,66,313.587621,0,1.711864,4.178571,6,556,1033.5,1.858813,1347.087621,이탈
K131730,303,561,31,516,3,18.5,250.568168,0,1.851485,16.645161,6.166667,337,1095.5,3.250742,1346.068168,유지
K131740,616,1243.199999,161,300,5,40,200.263905,34.205296,2.018182,1.863354,8,782,1583.199999,2.024552,1783.463904,유지
K131750,800,1614,60,444.300001,5,11.500001,299.232553,77.402872,2.0175,7.405,2.3,865,2069.800002,2.392832,2369.032555,유지
K131760,645,1025.400001,166,384.599999,16,28.799999,203.501919,20.449365,1.589767,2.316867,1.8,827,1438.799999,1.739782,1642.301918,유지
K131770,725,1240.8,82,330.6,8,73,327.227419,38.986344,1.711448,4.031707,9.125,815,1644.4,2.017669,1971.627419,유지
K131780,453,746.4,43,288,18,45.6,297.284312,0,1.647682,6.697674,2.533333,514,1080,2.101167,1377.284312,유지
K131790,913,1562.400001,158,244.5,15,26.400001,529.49231,58.650978,1.711281,1.547468,1.76,1086,1833.300002,1.688122,2362.792312,이탈
K131800,482,825,97,169.2,1,9,221.626549,0,1.711618,1.74433,9,580,1003.2,1.729655,1224.826549,유지
K131810,594,1199.4,214,373.500001,0,0,364.618646,32.92976,2.019192,1.745327,0,808,1572.900001,1.946658,1937.518647,유지
K131820,997,1530,164,473.4,0,0,229.988873,72.332188,1.534604,2.886585,0,1161,2003.4,1.725581,2233.388873,유지
K131830,512,1034.399999,35,325.8,8,14,424.810106,15.266268,2.020312,9.308571,1.75,555,1374.199999,2.476036,1799.010105,유지
K131840,711,1071.600001,100,156,28,78.500001,354.694222,9.657529,1.507173,1.56,2.803571,839,1306.100002,1.556734,1660.794224,유지
K131850,540,858.6,22,256.200001,9,90.6,296.390815,0.462322,1.59,11.645455,10.066667,571,1205.400001,2.111033,1501.790816,이탈
K131860,506,867,41,132.3,0,0,281.999669,0,1.713439,3.226829,0,547,999.3,1.826874,1281.299669,이탈
K131870,622,1066.200001,8,36,13,37.499999,266.967777,0,1.714148,4.5,2.884615,643,1139.7,1.772473,1406.667777,유지
K131880,686,1386,28,117,9,70.800002,234.071236,35.149741,2.020408,4.178571,7.866667,723,1573.800002,2.176763,1807.871238,유지
K131890,580,1173,175,329.4,7,18.6,221.469892,28.42781,2.022414,1.882286,2.657143,762,1521,1.996063,1742.469892,유지
K131900,1438,2207.400001,15,321.9,2,53.5,732.61835,128.230768,1.535049,21.46,26.75,1455,2582.800001,1.77512,3315.418351,유지
K131910,643,1102.8,38,250.8,35,55.8,248.512152,18.662362,1.715086,6.6,1.594286,716,1409.4,1.968436,1657.912152,유지
K131920,467,945,30,737.7,6,31.8,355.819671,39.904135,2.023555,24.59,5.3,503,1714.5,3.408549,2070.319671,유지
K131930,486,739.8,35,253.2,15,91.8,279.246251,0,1.522222,7.234286,6.12,536,1084.8,2.023881,1364.046251,이탈
K131940,484,894.6,22,523.8,23,36.6,442.094074,20.589279,1.848347,23.809091,1.591304,529,1455,2.750473,1897.094074,유지
K131950,429,870,31,92.4,4,43,318.325221,0,2.027972,2.980645,10.75,464,1005.4,2.16681,1323.725221,이탈
K131960,962,1948.199999,52,84.9,23,96.600001,468.906241,89.008397,2.025156,1.632692,4.2,1037,2129.7,2.053713,2598.606241,유지
K131970,527,1068.6,141,377.700001,14,55.799999,316.262028,25.850758,2.027704,2.678723,3.985714,682,1502.1,2.202493,1818.362028,유지
K131980,611,937.8,103,467.700001,13,49.8,249.04297,20.990807,1.534861,4.540777,3.830769,727,1455.300001,2.001788,1704.342971,유지
K131990,878,1505.4,106,725.100001,4,97.8,540.418447,92.89103,1.714579,6.840566,24.45,988,2328.300001,2.356579,2868.718448,유지
K132000,579,1173.6,289,487.2,16,90,476.695008,46.000672,2.026943,1.685813,5.625,884,1750.8,1.980543,2227.495008,유지
K132010,1164,2358,53,108.3,4,14,781.029946,124.873512,2.025773,2.043396,3.5,1221,2480.3,2.031368,3261.329946,유지
K132020,845,1712.4,225,376.8,29,43.8,420.997842,84.101224,2.026509,1.674667,1.510345,1099,2133,1.940855,2553.997842,이탈
K132030,520,892.200001,144,243.599999,6,38.400001,284.710337,0,1.715769,1.691667,6.4,670,1174.200001,1.752537,1458.910338,유지
K132040,643,1556.400001,115,312,0,0,528.817144,62.250925,2.420529,2.713043,0,758,1868.400001,2.464908,2397.217145,유지
K132050,613,1244.4,233,608.1,0,0,573.953417,54.605479,2.030016,2.609871,0,846,1852.5,2.189716,2426.453417,유지
K132060,727,1473,145,289.8,5,7.8,426.699631,52.264716,2.026135,1.998621,1.56,877,1770.6,2.018928,2197.299631,유지
K132070,491,997.2,153,297.899999,29,102,436.082645,16.889146,2.030957,1.947059,3.517241,673,1397.099999,2.075929,1833.182644,이탈
K132080,419,720.6,252,507.300001,1,8.4,316.36488,2.872906,1.719809,2.013095,8.4,672,1236.300001,1.839732,1552.664881,이탈
K132090,343,696.600001,221,449.7,8,61.799999,278.913869,0.638526,2.030904,2.034842,7.725,572,1208.1,2.112063,1487.013869,이탈
K132100,491,1733.399999,224,454.799999,13,24,268.844378,90.266168,3.530346,2.030357,1.846154,728,2212.199998,3.038736,2481.044376,유지
K132110,285,1069.800001,82,415.199999,0,0,445.126846,25.425223,3.753684,5.063415,0,367,1485,4.046322,1930.126846,유지
K132120,466,1804.200001,46,147,12,41.4,243.120308,75.51299,3.871674,3.195652,3.45,524,1992.600001,3.802672,2235.720309,유지
K132130,202,1178.4,51,372.3,38,99.500002,336.325301,38.584284,5.833663,7.3,2.618421,291,1650.200002,5.67079,1986.525303,유지
K132140,263,768.599999,117,231.3,0,0,189.953708,0,2.922433,1.976923,0,380,999.899999,2.631316,1189.853707,유지
K132150,721,2376,212,424.2,9,42,445.247929,150.751672,3.295423,2.000943,4.666667,942,2842.2,3.017197,3287.447929,이탈
K132160,268,884.4,34,367.200001,49,91.500001,211.824862,11.8664,3.3,10.8,1.867347,351,1343.100002,3.826496,1554.924864,유지
K132170,402,1509.600001,1,11.7,0,0,387.44016,32.147718,3.755224,11.7,0,403,1521.300001,3.774938,1908.740161,유지
K132180,70,750,234,429,0,0,272.66837,0,10.714286,1.833333,0,304,1179,3.878289,1451.66837,이탈
K132190,21,834.600001,142,620.399999,25,46.200001,240.523913,23.432687,39.742857,4.369014,1.848,188,1501.200001,7.985106,1741.723914,유지
K132200,144,841.800001,166,361.5,10,22.199999,388.666426,2.150803,5.845833,2.177711,2.22,320,1225.5,3.829687,1614.166426,유지
K132210,128,749.400001,215,588.599999,6,16,290.521245,11.961728,5.854688,2.737674,2.666667,349,1354,3.879656,1644.521245,유지
K132220,178,1045.2,127,292.499999,53,125.5,211.992748,22.560514,5.87191,2.30315,2.367925,358,1463.199999,4.087151,1675.192747,이탈
K132230,149,871.199999,5,244.499999,6,14.399999,334.680587,0,5.84698,48.9,2.4,160,1130.099997,7.063125,1464.780584,유지
K132240,388,1224.599999,72,226.2,38,66,225.471646,28.628545,3.156186,3.141667,1.736842,498,1516.799999,3.045783,1742.271645,유지
K132250,128,753,96,576,29,64.5,324.537988,14.903041,5.882813,6,2.224138,253,1393.5,5.507905,1718.037988,유지
K132260,201,907.2,35,278.399998,30,99.600002,348.501075,7.26706,4.513433,7.954286,3.32,266,1285.2,4.831579,1633.701075,이탈
K132270,623,1847.400001,12,60.3,18,62.400001,248.767339,74.611866,2.965329,5.025,3.466667,653,1970.100002,3.016998,2218.867341,유지
K132280,190,1112.4,159,480.6,31,52.799999,262.167246,37.355862,5.854737,3.022642,1.703226,380,1645.799999,4.331053,1907.967245,유지
K132290,128,1366.199999,51,228.6,28,96,430.848266,44.368807,10.673437,4.482353,3.428571,207,1690.799999,8.168116,2121.648265,유지
K132300,93,997.799999,245,475.200001,7,39.599999,421.71059,25.940469,10.729032,1.939592,5.657143,345,1512.599999,4.384348,1934.310589,유지
K132310,121,709.8,121,233.1,42,95.500001,211.698028,0,5.866116,1.926446,2.27381,284,1038.400001,3.656338,1250.098029,유지
K132320,242,1417.8,166,281.100001,19,41,208.660772,48.992534,5.858678,1.693374,2.157895,427,1739.900001,4.074707,1948.560773,유지
K132330,251,1472.400001,71,110.099999,2,4.5,444.131397,37.302703,5.866135,1.550704,2.25,324,1587,4.898148,2031.131397,이탈
K132340,79,839.4,84,257.700001,7,23,211.99722,0,10.625316,3.067857,3.285714,170,1120.100001,6.588824,1332.097221,유지
K132350,315,1041.6,472,717.3,8,32,238.259913,46.728578,3.306667,1.519703,4,795,1790.9,2.252704,2029.159913,유지
K132360,198,894.599999,340,597.899999,19,32.400001,456.284685,25.775315,4.518182,1.758529,1.705263,557,1524.899999,2.737702,1981.184684,유지
K132370,134,790.2,68,224.1,5,31.2,267.51903,0,5.897015,3.295588,6.24,207,1045.5,5.050725,1313.01903,이탈
K132380,195,1039.2,17,31.2,10,75.500002,261.034181,0,5.329231,1.835294,7.55,222,1145.900002,5.161712,1406.934183,이탈
K132390,261,1014.599999,1,27.6,5,15,182.982358,0,3.887356,27.6,3,267,1057.199999,3.959551,1240.182357,유지
K132400,333,1098.600001,120,397.799999,8,13.799999,283.199078,26.792801,3.299099,3.315,1.725,461,1510.199999,3.275922,1793.399077,유지
K132410,269,1043.399999,230,395.1,4,7.8,320.565088,21.199376,3.87881,1.717826,1.95,503,1446.299999,2.875348,1766.865087,유지
